"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	5119	8350018	61.3
	"15-19 years"	"15-19"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	52	183901	28.3
	"15-19 years"	"15-19"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	89	581749	15.3
	"15-19 years"	"15-19"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	495	1727681	28.7
	"15-19 years"	"15-19"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	2085	7819443	26.7
	"15-19 years"	"15-19"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	128	190752	67.1
	"15-19 years"	"15-19"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	179	599360	29.9
	"15-19 years"	"15-19"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	1685	1788137	94.2
	"15-19 years"	"15-19"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	4767	8267941	57.7
	"15-19 years"	"15-19"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	64	183109	35.0
	"15-19 years"	"15-19"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	110	601244	18.3
	"15-19 years"	"15-19"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	497	1709342	29.1
	"15-19 years"	"15-19"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	2087	7789929	26.8
	"15-19 years"	"15-19"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	121	189404	63.9
	"15-19 years"	"15-19"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	172	617493	27.9
	"15-19 years"	"15-19"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	1668	1767688	94.4
	"15-19 years"	"15-19"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	4867	8209438	59.3
	"15-19 years"	"15-19"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	66	184028	35.9
	"15-19 years"	"15-19"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	101	621691	16.2
	"15-19 years"	"15-19"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	554	1711220	32.4
	"15-19 years"	"15-19"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	2278	7794097	29.2
	"15-19 years"	"15-19"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	127	190108	66.8
	"15-19 years"	"15-19"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	242	635829	38.1
	"15-19 years"	"15-19"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	1837	1768610	103.9
	"15-19 years"	"15-19"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	4981	8203320	60.7
	"15-19 years"	"15-19"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	60	184922	32.4
	"15-19 years"	"15-19"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	110	634853	17.3
	"15-19 years"	"15-19"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	634	1714433	37.0
	"15-19 years"	"15-19"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	2295	7793945	29.4
	"15-19 years"	"15-19"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	149	190663	78.1
	"15-19 years"	"15-19"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	258	648819	39.8
	"15-19 years"	"15-19"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	2002	1773894	112.9
	"15-19 years"	"15-19"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	5304	8188470	64.8
	"15-19 years"	"15-19"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	63	185731	33.9
	"15-19 years"	"15-19"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	106	652635	16.2
	"15-19 years"	"15-19"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	557	1712712	32.5
	"15-19 years"	"15-19"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	2311	7780091	29.7
	"15-19 years"	"15-19"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	173	191079	90.5
	"15-19 years"	"15-19"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	241	663260	36.3
	"15-19 years"	"15-19"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	2069	1771173	116.8
	"15-19 years"	"15-19"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	5366	8174979	65.6
	"15-19 years"	"15-19"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	58	185825	31.2
	"15-19 years"	"15-19"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	106	667408	15.9
	"15-19 years"	"15-19"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	594	1699805	34.9
	"15-19 years"	"15-19"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	2242	7769275	28.9
	"15-19 years"	"15-19"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	160	191490	83.6
	"15-19 years"	"15-19"	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	230	675030	34.1
	"15-19 years"	"15-19"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	1950	1755651	111.1
	"15-19 years"	"15-19"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	5040	8152737	61.8
	"15-19 years"	"15-19"	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	78	186229	41.9
	"15-19 years"	"15-19"	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	107	676346	15.8
	"15-19 years"	"15-19"	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	590	1692141	34.9
	"15-19 years"	"15-19"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	2122	7754247	27.4
	"15-19 years"	"15-19"	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	166	191693	86.6
	"15-19 years"	"15-19"	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	261	681863	38.3
	"15-19 years"	"15-19"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	2077	1744385	119.1
	"15-19 years"	"15-19"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	4857	8127666	59.8
	"15-19 years"	"15-19"	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	78	186762	41.8
	"15-19 years"	"15-19"	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	139	679958	20.4
	"15-19 years"	"15-19"	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	802	1679799	47.7
	"15-19 years"	"15-19"	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	2308	7719813	29.9
	"15-19 years"	"15-19"	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	166	192234	86.4
	"15-19 years"	"15-19"	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	236	686178	34.4
	"15-19 years"	"15-19"	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	2694	1730386	155.7
	"15-19 years"	"15-19"	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	5855	8085799	72.4
	"20-24 years"	"20-24"	"1999"	"1999"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	78	109530	71.2
	"20-24 years"	"20-24"	"1999"	"1999"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	124	460727	26.9
	"20-24 years"	"20-24"	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	1026	1400773	73.2
	"20-24 years"	"20-24"	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	3016	7127585	42.3
	"20-24 years"	"20-24"	"1999"	"1999"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	217	117865	184.1
	"20-24 years"	"20-24"	"1999"	"1999"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	245	463641	52.8
	"20-24 years"	"20-24"	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	3191	1330173	239.9
	"20-24 years"	"20-24"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	8981	7581135	118.5
	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	77	116339	66.2
	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	115	476805	24.1
	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	1059	1433907	73.9
	"20-24 years"	"20-24"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	3119	7249136	43.0
	"20-24 years"	"20-24"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	191	125379	152.3
	"20-24 years"	"20-24"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	284	479076	59.3
	"20-24 years"	"20-24"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	3273	1360383	240.6
	"20-24 years"	"20-24"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	9626	7722976	124.6
	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	70	123682	56.6
	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	144	514404	28.0
	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	1038	1498468	69.3
	"20-24 years"	"20-24"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	3248	7540396	43.1
	"20-24 years"	"20-24"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	214	135058	158.5
	"20-24 years"	"20-24"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	319	514674	62.0
	"20-24 years"	"20-24"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	3399	1433365	237.1
	"20-24 years"	"20-24"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	10265	7997239	128.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	78	129594	60.2
	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	122	541593	22.5
	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	1042	1534671	67.9
	"20-24 years"	"20-24"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	3420	7710387	44.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	238	142690	166.8
	"20-24 years"	"20-24"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	325	541205	60.1
	"20-24 years"	"20-24"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	3401	1480959	229.6
	"20-24 years"	"20-24"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	10608	8162666	130.0
	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	80	136868	58.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	157	561695	28.0
	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	1099	1559339	70.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	3673	7835821	46.9
	"20-24 years"	"20-24"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	255	150736	169.2
	"20-24 years"	"20-24"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	324	561917	57.7
	"20-24 years"	"20-24"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	3474	1513879	229.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	10911	8271433	131.9
	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	95	143543	66.2
	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	135	574820	23.5
	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	1052	1571506	66.9
	"20-24 years"	"20-24"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	3524	7900772	44.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	238	158238	150.4
	"20-24 years"	"20-24"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	315	578561	54.4
	"20-24 years"	"20-24"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	3317	1546418	214.5
	"20-24 years"	"20-24"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	11039	8371702	131.9
	"20-24 years"	"20-24"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	94	149042	63.1
	"20-24 years"	"20-24"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	153	583983	26.2
	"20-24 years"	"20-24"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	1012	1573637	64.3
	"20-24 years"	"20-24"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	3649	7916144	46.1
	"20-24 years"	"20-24"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	259	164994	157.0
	"20-24 years"	"20-24"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	351	590794	59.4
	"20-24 years"	"20-24"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	3520	1561286	225.5
	"20-24 years"	"20-24"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	11493	8420075	136.5
	"20-24 years"	"20-24"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	90	154010	58.4
	"20-24 years"	"20-24"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	137	592159	23.1
	"20-24 years"	"20-24"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	1047	1581684	66.2
	"20-24 years"	"20-24"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	3722	7910931	47.0
	"20-24 years"	"20-24"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	283	171339	165.2
	"20-24 years"	"20-24"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	378	602062	62.8
	"20-24 years"	"20-24"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	3484	1578664	220.7
	"20-24 years"	"20-24"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	12007	8445286	142.2
	"20-24 years"	"20-24"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	98	159028	61.6
	"20-24 years"	"20-24"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	142	601332	23.6
	"20-24 years"	"20-24"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	975	1597753	61.0
	"20-24 years"	"20-24"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	3710	7912050	46.9
	"20-24 years"	"20-24"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	259	176506	146.7
	"20-24 years"	"20-24"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	388	612065	63.4
	"20-24 years"	"20-24"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	3449	1589101	217.0
	"20-24 years"	"20-24"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	11662	8430164	138.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	83	163664	50.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	142	616352	23.0
	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	1023	1626821	62.9
	"20-24 years"	"20-24"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	3474	7932729	43.8
	"20-24 years"	"20-24"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	288	181162	159.0
	"20-24 years"	"20-24"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	306	628398	48.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	3338	1606611	207.8
	"20-24 years"	"20-24"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	11137	8424875	132.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	121	168633	71.8
	"20-24 years"	"20-24"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	160	634410	25.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	1020	1669196	61.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	3459	7987174	43.3
	"20-24 years"	"20-24"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	279	185895	150.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	325	648264	50.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	3151	1638692	192.3
	"20-24 years"	"20-24"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	10381	8451858	122.8
	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	93	173082	53.7
	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	117	650350	18.0
	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	980	1711018	57.3
	"20-24 years"	"20-24"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	3550	8037373	44.2
	"20-24 years"	"20-24"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	280	189810	147.5
	"20-24 years"	"20-24"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	368	665261	55.3
	"20-24 years"	"20-24"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	3164	1673391	189.1
	"20-24 years"	"20-24"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10112	8485714	119.2
	"20-24 years"	"20-24"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	90	179740	50.1
	"20-24 years"	"20-24"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	113	663738	17.0
	"20-24 years"	"20-24"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	999	1799160	55.5
	"20-24 years"	"20-24"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	3565	8198494	43.5
	"20-24 years"	"20-24"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	266	196710	135.2
	"20-24 years"	"20-24"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	374	681888	54.8
	"20-24 years"	"20-24"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	3311	1783650	185.6
	"20-24 years"	"20-24"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	10355	8650452	119.7
	"20-24 years"	"20-24"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	117	185681	63.0
	"20-24 years"	"20-24"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	159	689640	23.1
	"20-24 years"	"20-24"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	1038	1862743	55.7
	"20-24 years"	"20-24"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	3562	8295683	42.9
	"20-24 years"	"20-24"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	284	202021	140.6
	"20-24 years"	"20-24"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	354	707230	50.1
	"20-24 years"	"20-24"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	3351	1872218	179.0
	"20-24 years"	"20-24"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	10243	8767987	116.8
	"20-24 years"	"20-24"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	108	189802	56.9
	"20-24 years"	"20-24"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	138	697365	19.8
	"20-24 years"	"20-24"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	1002	1902600	52.7
	"20-24 years"	"20-24"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	3653	8326706	43.9
	"20-24 years"	"20-24"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	260	205096	126.8
	"20-24 years"	"20-24"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	376	716760	52.5
	"20-24 years"	"20-24"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	3356	1932258	173.7
	"20-24 years"	"20-24"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	10113	8824851	114.6
	"20-24 years"	"20-24"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	112	192626	58.1
	"20-24 years"	"20-24"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	125	720425	17.4
	"20-24 years"	"20-24"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	1047	1920477	54.5
	"20-24 years"	"20-24"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	3632	8339219	43.6
	"20-24 years"	"20-24"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	289	205693	140.5
	"20-24 years"	"20-24"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	436	741854	58.8
	"20-24 years"	"20-24"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	3390	1967232	172.3
	"20-24 years"	"20-24"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	10174	8824648	115.3
	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	111	191575	57.9
	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	158	735009	21.5
	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	1099	1895910	58.0
	"20-24 years"	"20-24"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	3781	8248965	45.8
	"20-24 years"	"20-24"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	271	203389	133.2
	"20-24 years"	"20-24"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	436	758204	57.5
	"20-24 years"	"20-24"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	3786	1957942	193.4
	"20-24 years"	"20-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10666	8748319	121.9
	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	142	189430	75.0
	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	181	735557	24.6
	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	1202	1846303	65.1
	"20-24 years"	"20-24"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	3938	8118673	48.5
	"20-24 years"	"20-24"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	300	199198	150.6
	"20-24 years"	"20-24"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	476	759228	62.7
	"20-24 years"	"20-24"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	4054	1914612	211.7
	"20-24 years"	"20-24"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	11470	8618027	133.1
	"20-24 years"	"20-24"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	116	187252	61.9
	"20-24 years"	"20-24"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	201	751068	26.8
	"20-24 years"	"20-24"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	1140	1809741	63.0
	"20-24 years"	"20-24"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	4028	8021432	50.2
	"20-24 years"	"20-24"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	268	194690	137.7
	"20-24 years"	"20-24"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	464	770855	60.2
	"20-24 years"	"20-24"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	3788	1875440	202.0
	"20-24 years"	"20-24"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	11134	8508157	130.9
	"20-24 years"	"20-24"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	94	185718	50.6
	"20-24 years"	"20-24"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	179	754236	23.7
	"20-24 years"	"20-24"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	1086	1775998	61.1
	"20-24 years"	"20-24"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	3787	7956080	47.6
	"20-24 years"	"20-24"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	280	192126	145.7
